,title,abstract,decision,zero_shot
93,Alcohol use and cardiometabolic risk in the UK Biobank: A Mendelian randomization study,"Observational studies suggest alcohol use promotes the development of some adverse cardiometabolic traits but protects against others including outcomes related to coronary artery disease. We used Mendelian randomization (MR) to explore causal relationships between the degree of alcohol consumption and several cardiometabolic traits in the UK Biobank. Using the well-established ADH1B Arg47His variant (rs1229984) and up to 24 additional SNPs recently found to be associated with alcohol consumption in an independent dataset as instruments, we conducted two-stage least squares and inverse weighted variance MR analyses, both as one-sample analyses in the UK Biobank and as two-sample analyses in external consortia. In the UK Biobank inverse variance weighted analyses, we found that one additional drink of alcohol per day was positively associated with systolic blood pressure (beta = 2.65 mmHg [1.40, 3.89]), hemorrhagic stroke (OR = 2.25 [1.41, 3.60]), and atrial fibrillation (OR = 1.26 [1.07, 1.48]), which were replicated in multivariable analyses. Alcohol was also associated with all cardiovascular disease and all-cause death. A positive association with myocardial infarction did not replicate in multivariable analysis, with suggestive mediation through blood pressure; similarly, a positive association between alcohol use with type 2 diabetes was mitigated by BMI in multivariable analysis. Findings were generally null in replication with two-sample analyses. Alcohol was not protective for any disease outcome with any analysis method, dataset, or strata. Stratifications by sex and smoking in the UK Biobank revealed higher point estimates of risk for several outcomes for men and mixed results for smoking strata, but no statistically significant heterogeneity. Our results are consistent with an overall harmful and/or null effect of alcohol on cardiometabolic health at all levels of use and suggest that even moderate alcohol use should not be promoted as a part of a healthy diet and lifestyle.",Included,Included
71,Appraising the Effect of Potential Risk Factors on Thyroid Cancer: A Mendelian Randomization Study,"CONTEXT: Various risk factors have been associated with the risk of thyroid cancer in observational studies. However, the causality of the risk factors is not clear given the susceptibility of confounding and reverse causation., OBJECTIVE: A 2-sample Mendelian randomization approach was used to estimate the effect of potential risk factors on thyroid cancer risk., METHODS: Genetic instruments to proxy 55 risk factors were identified by genome-wide association studies (GWAS). Associations of these genetic variants with thyroid cancer risk were estimated in GWAS of the FinnGen Study (989 cases and 217 803 controls). A Bonferroni-corrected threshold of P = 9.09 x 10-4 was considered significant, and P < 0.05 was considered to be suggestive of an association., RESULTS: Telomere length was significantly associated with increased thyroid cancer risk after correction for multiple testing (OR 4.68; 95% CI, 2.35-9.31; P = 1.12 x 10-5). Suggestive associations with increased risk were noted for waist-to-hip ratio (OR 1.85; 95% CI, 1.02-3.35; P = 0.042) and diastolic blood pressure (OR 1.60; 95% CI, 1.08-2.38; P = 0.019). Suggestive associations were noted between hemoglobin A1c (HbA1c) (OR 0.20; 95% CI, 0.05-0.82; P = 0.025) and decreased risk of thyroid cancer. Risk of thyroid cancer was not associated with sex hormones and reproduction, developmental and growth, lipids, diet and lifestyle, or inflammatory factors (All P > 0.05)., CONCLUSION: Our study identified several potential targets for primary prevention of thyroid cancer, including central obesity, diastolic blood pressure, HbA1c, and telomere length, which should inform public health policy. Copyright © The Author(s) 2022. Published by Oxford University Press on behalf of the Endocrine Society. All rights reserved. For permissions, please e-mail: journals.permissions@oup.com.",Included,Included
171,Assessment of causality between modifiable factors and heart failure: A Mendelian randomization analysis,"BACKGROUND AND OBJECTIVES: Observational studies have associated lifestyle, dietary, adiposity, biochemical and clinical measures with heart failure. Whether the associations are causal remains unclear. We aimed to determine the causal associations between modifiable risk factors and incidence or mortality of heart failure., METHODS AND STUDY DESIGN: Using single-nucleotide polymorphism (SNP) as genetic instruments, we conducted a two-sample Mendelian randomization (MR) analysis to estimate the causal effects of 27 modifiable risk factors on incident heart failure (2526 cases; 20926 participants) and mortality of heart failure (1798 deaths; 2828 patients)., RESULTS: None of 27 modifiable risk factors were significantly associated with incidence or mortality of heart failure after the Bonferroni correction (p<0.0019). However, there was suggestive evidence for genetically predicted educational attainment (odds ratio [OR] per educational year increase: 0.57, 95% CI 0.33-0.99, p=0.049), circulating mono-unsaturated fatty acid concentrations (OR per 1-SD increase [ORSD] : 1.50, 1.10-2.04, p=0.011), C-reactive protein (CRP) (1.53, 1.04-2.25, p=0.031), high-density lipoprotein (HDL) (0.84, 0.72-0.99, p=0.036), triglycerides (1.24, 1.00-1.52, p=0.045), and systolic blood pressure (SBP) (1.06, 1.01-1.11, p=0.017) with incident heart failure., CONCLUSIONS: Our findings provide supporting evidence for prioritizing certain modifiable risk factors such as education, lipids, and blood pressure for primary prevention of heart failure, suggesting important clues for further mechanism research.",Included,Included
101,Assessment of the Causal Effects of Obstructive Sleep Apnea on Atrial Fibrillation: A Mendelian Randomization Study,"BACKGROUND: Obstructive sleep apnea (OSA) and atrial fibrillation (AF) are epidemiologically correlated, but the causal relationship between them remains elusive. We aimed to explore the causal relationships between OSA and AF., METHOD: Using both the Finnish biobank and publicly available genome-wide association study data (GWAS), we conducted a two-sample Mendelian randomization (MR) analysis to estimate the causal effect of OSA on AF, both in the primary analysis and replicated analysis. The inverse variance weighted MR was selected as the main method. To further test the independent causal effect of OSA on AF, we also performed multivariable MR (MVMR), adjusting for body mass index (BMI), hypertension, and coronary artery disease (CAD), respectively., RESULTS: In the primary analysis, OSA was significantly associated with the increased risk of AF (OR 1.21, 95% CI 1.11-1.32) and the replicated analysis showed consistent results (OR 1.17, 95% CI 1.05-1.30). Besides, there was no heterogeneity and horizontal pleiotropy observed both in the primary and replicated analysis. Further multivariable MR suggested that the causal relationships between OSA and AF exist independently of BMI and CAD. The MVMR result after the adjustment for hypertension is similar in magnitude and direction to the univariable MR. But it did not support a causal relationship between OSA and AF., CONCLUSION: Our study found that genetically driven OSA causally promotes AF. This causal relationship sheds new light on taking effective measures to prevent and treat OSA to reduce the risk of AF. Copyright © 2022 Li, Leng, Tang, Deng, Wang, Yuan, Miao and Mu.",Included,Included
84,Association between adiposity and cardiovascular outcomes: an umbrella review and meta-analysis of observational and Mendelian randomization studies,"AIMS: The aim of this study was to investigate the causal relationship and evidence of an association between increased adiposity and the risk of incident cardiovascular disease (CVD) events or mortality., METHODS AND RESULTS: Observational (informing association) and Mendelian randomization (MR) (informing causality) studies were assessed to gather mutually complementary insights and elucidate perplexing epidemiological relationships. Systematic reviews and meta-analyses of observational and MR studies that were published until January 2021 and evaluated the association between obesity-related indices and CVD risk were searched. Twelve systematic reviews with 53 meta-analyses results (including over 501 cohort studies) and 12 MR studies were included in the analysis. A body mass index (BMI) increase was associated with higher risks of coronary heart disease, heart failure, atrial fibrillation, all-cause stroke, haemorrhagic stroke, ischaemic stroke, hypertension, aortic valve stenosis, pulmonary embolism, and venous thrombo-embolism. The MR study results demonstrated a causal effect of obesity on all indices but stroke. The CVD risk increase for every 5 kg/m2 increase in BMI varied from 10% [relative risk (RR) 1.10; 95% confidence interval (CI) 1.01-1.21; certainty of evidence, low] for haemorrhagic stroke to 49% (RR 1.49; 95% CI 1.40-1.60; certainty of evidence, high) for hypertension. The all-cause and CVD-specific mortality risks increased with adiposity in cohorts, but the MR studies demonstrated no causal effect of adiposity on all-cause mortality., CONCLUSION: High adiposity is associated with increased CVD risk despite divergent evidence gradients. Adiposity was a causal risk factor for CVD except all-cause mortality and stroke. Half (49%; 26/53) of the associations were supported by high-level evidence. The associations were consistent between sexes and across global regions. This study provides guidance on how to integrate evidence from observational (association) and genetics-driven (causation) studies accumulated to date, to enable a more reliable interpretation of epidemiological relationships. Copyright © The Author(s) 2021. Published by Oxford University Press on behalf of the European Society of Cardiology.",Included,Included
67,Association between alcohol and cardiovascular disease: Mendelian randomisation analysis based on individual participant data,"OBJECTIVE: To use the rs1229984 variant in the alcohol dehydrogenase 1B gene (ADH1B) as an instrument to investigate the causal role of alcohol in cardiovascular disease., DESIGN: Mendelian randomisation meta-analysis of 56 epidemiological studies., PARTICIPANTS: 261 991 individuals of European descent, including 20 259 coronary heart disease cases and 10 164 stroke events. Data were available on ADH1B rs1229984 variant, alcohol phenotypes, and cardiovascular biomarkers., MAIN OUTCOME MEASURES: Odds ratio for coronary heart disease and stroke associated with the ADH1B variant in all individuals and by categories of alcohol consumption., RESULTS: Carriers of the A-allele of ADH1B rs1229984 consumed 17.2% fewer units of alcohol per week (95% confidence interval 15.6% to 18.9%), had a lower prevalence of binge drinking (odds ratio 0.78 (95% CI 0.73 to 0.84)), and had higher abstention (odds ratio 1.27 (1.21 to 1.34)) than non-carriers. Rs1229984 A-allele carriers had lower systolic blood pressure (-0.88 (-1.19 to -0.56) mm Hg), interleukin-6 levels (-5.2% (-7.8 to -2.4%)), waist circumference (-0.3 (-0.6 to -0.1) cm), and body mass index (-0.17 (-0.24 to -0.10) kg/m(2)). Rs1229984 A-allele carriers had lower odds of coronary heart disease (odds ratio 0.90 (0.84 to 0.96)). The protective association of the ADH1B rs1229984 A-allele variant remained the same across all categories of alcohol consumption (P=0.83 for heterogeneity). Although no association of rs1229984 was identified with the combined subtypes of stroke, carriers of the A-allele had lower odds of ischaemic stroke (odds ratio 0.83 (0.72 to 0.95))., CONCLUSIONS: Individuals with a genetic variant associated with non-drinking and lower alcohol consumption had a more favourable cardiovascular profile and a reduced risk of coronary heart disease than those without the genetic variant. This suggests that reduction of alcohol consumption, even for light to moderate drinkers, is beneficial for cardiovascular health. Copyright © Holmes et al 2014.",Included,Included
116,Association between bilirubin and cardiovascular disease risk factors: using Mendelian randomization to assess causal inference,"BACKGROUND: Elevated serum bilirubin has been associated with reduced risk of cardiovascular disease (CVD). However, serum bilirubin is also related with several potential confounders related to CVD, such as obesity. Mendelian randomization has been proposed as a method to address challenges to validity from confounding and reverse causality. It utilizes genotype to estimate causal relationships between a gene product and physiological outcomes. In this report, we demonstrate its use in assessing direct causal relations between serum bilirubin levels and CVD risk factors, including obesity, cholesterol, measures of vascular function and blood pressure., METHODS: Study subjects included 868 asymptomatic individuals. Study subjects were genotyped at the UGT1A1*28 locus, which is strongly associated with bilirubin levels., RESULTS: Serum bilirubin levels were inversely associated with levels of several cardiovascular disease risk factors, including body mass index (p=0.003), LDL (p=0.0005) and total cholesterol (p=0.0002). In contrast, UGT1A1*28 genotype, a known cause of elevated bilirubin levels, was not significantly associated with any of these traditional CVD risk factors. We did observe an association between genotype and brachial artery diameter (p=0.003) and cold pressor reactivity (p=0.01)., CONCLUSIONS: Our findings imply that the observed association of serum bilirubin levels with body mass index and cholesterol are likely due to confounding and suggest that previously established CVD benefits of increased bilirubin may in part be mediated by the early regulation of vascular structure and reactivity.",Included,Included
109,Association of Body Mass Index With Cardiometabolic Disease in the UK Biobank: A Mendelian Randomization Study,"Importance: Higher body mass index (BMI) is a risk factor for cardiometabolic disease; however, the underlying causal associations remain unclear., Objectives: To use UK Biobank data to report causal estimates of the association between BMI and cardiometabolic disease outcomes and traits, such as pulse rate, using mendelian randomization., Design, Setting, and Participants: Cross-sectional baseline data from a population-based cohort study including 119859 UK Biobank participants with complete phenotypic (medical and sociodemographic) and genetic data. Participants attended 1 of 22 assessment centers across the United Kingdom between 2006 and 2010. The present study was conducted from May 1 to July 11, 2016., Main Outcomes and Measures: Prevalence of hypertension, coronary heart disease, and type 2 diabetes were determined at assessment, based on self-report. Blood pressure was measured clinically. Participants self-reported sociodemographic information pertaining to relevant confounders. A polygenic risk score comprising 93 single-nucleotide polymorphisms associated with BMI from previous genome-wide association studies was constructed, and the genetic risk score was applied to derive causal estimates using a mendelian randomization approach., Results: Of the 119859 individuals included in the study, 56 816 (47.4%) were men; mean (SD) age was 56.87 (7.93) years. Mendelian randomization analysis showed significant positive associations between genetically instrumented higher BMI and risk of hypertension (odds ratio [OR] per 1-SD higher BMI, 1.64; 95% CI, 1.48-1.83; P = 1.1 x 10-19), coronary heart disease (OR, 1.35; 95% CI, 1.09-1.69; P = .007) and type 2 diabetes (OR, 2.53; 95% CI, 2.04-3.13; P = 1.5 x 10-17), as well as systolic blood pressure (beta = 1.65 mm Hg; 95% CI, 0.78-2.52 mm Hg; P = 2.0 x 10-04) and diastolic blood pressure (beta = 1.37 mm Hg; 95% CI, 0.88-1.85 mm Hg; P = 3.6 x 10-08). These associations were independent of age, sex, Townsend deprivation scores, alcohol intake, and smoking history., Conclusions and Relevance: The results of this study add to the burgeoning evidence of an association between higher BMI and increased risk of cardiometabolic diseases. This finding has relevance for public health policies in many countries with increasing obesity levels.",Included,Included
162,Association of Cardiovascular Risk Factors and Lifestyle Behaviors With Hypertension: A Mendelian Randomization Study,"Hypertension is a major risk factor for cardiovascular disease and mortality. To identify targets for the prevention of hypertension and its associated disease burden, we used the 2-sample Mendelian randomization method to investigate the causal associations of 18 cardiovascular risk factors and lifestyle behaviors with hypertension. From European-descent genome-wide association studies, we selected genetic variants (P<5x10-8) for type 2 diabetes, fasting glucose, lipids, body mass index, smoking, alcohol and coffee consumption, physical activity, sleep duration, insomnia, and educational level. We extracted the genetic associations with hypertension from 2 European cohorts: the FinnGen Study (15 870 cases and 74 345 controls) and UK Biobank (54 358 cases and 408 652 controls). The inverse-variance weighted method was used as main analysis method. Genetically predicted triglycerides (pooled odds ratio [OR] per 1 SD, 1.17 [1.10-1.25]), body mass index (OR per 1 SD, 1.42 [1.37-1.48]), alcohol dependence (OR, 1.10 [1.06-1.13]), and insomnia (OR, 1.17 [1.13-1.20]) were associated with a higher odds of hypertension. Higher genetically predicted high-density lipoprotein cholesterol (OR per 1 SD, 0.88 [0.83-0.94]) and educational level (OR per 1 SD, 0.56 [0.54-0.59]) were associated with a lower odds of hypertension. Suggestive evidence was obtained for type 2 diabetes, smoking initiation and alcohol consumption with a higher hypertension odds, and longer sleep duration with a lower hypertension odds. This Mendelian randomization study identified high-density lipoprotein cholesterol, triglycerides, body mass index, alcohol dependence, insomnia, and educational level as causal risk factors for hypertension. This implicates that these modifiable risk factors are important targets in the prevention of hypertension.",Included,Included
168,Association of Serum Uric Acid with Metabolic Syndrome and Its Components: A Mendelian Randomization Analysis,"BACKGROUND: The role of uric acid on metabolic syndrome (MetS) has always been controversial. This study aims to explore associations between uric acid with MetS and its components in Chinese female health check-up population., METHODS: 1381 subjects constituted the longitudinal health check-up cohort. Health examination and genotyping were performed. Unadjusted and adjusted observational analyses were implemented to evaluate observational associations between uric acid with MetS and its components. Mendelian randomization analysis was performed to estimate the causal effect using variation at rs11722228 (SLC2A9) as an instrument for uric acid., RESULTS: An increase of 65% in risk of MetS per standard deviation increase in uric acid was found using unadjusted observational analyses. This association attenuated on adjustment for potential confounders. Similar patterns were found in the association analyses of uric acid with hyperglycemia, hypertension, and dyslipidemia. Neither by performing unadjusted nor adjusted analysis did we see evidence for association of uric acid on overweight and obesity. Mendelian randomization analyses showed no evidence of causal association between uric acid and MetS and MetS components., CONCLUSIONS: We found no causal evidence to support that increased serum uric acid is a causal risk factor for MetS or its components. Hence, there remains no strong evidence for the effeteness of undergoing urate-lowering therapy to prevent the onset of MetS or cardiovascular disease in health management. Copyright © 2020 Lu Wang et al.",Included,Included
